TimeStamp,State,RPM,ObjectDistance,MovementSlow,MovementFast,Algorithm state,level one start time,rpm average,average apnea,need to testing third level,level three start time,short rpm average,cartridge is replace,relaxed,predict,signal_quality
2020-12-20 00:06:31,4,0.0,0.0,0.0,0.0,Not initialized,0,0,0,False,0,0,False,True,-1.0,0
2020-12-20 00:06:31,4,0.0,0.0,0.0,0.0,Not initialized,0,0,0,False,0,0,False,True,-1.0,0
2020-12-20 00:06:31,4,0.0,0.0,0.0,0.0,Not initialized,0,0,0,False,0,0,False,True,-1.0,0
2020-12-20 00:06:31,4,0.0,0.0,0.0,0.0,Not initialized,0,0,0,False,0,0,False,True,-1.0,0
2020-12-20 00:06:31,4,0.0,0.0,0.0,0.0,Not initialized,0,0,0,False,0,0,False,True,-1.0,0
2020-12-20 00:06:31,4,0.0,0.0,0.0,0.0,Not initialized,0,0,0,False,0,0,False,True,-1.0,0
2020-12-20 00:06:31,4,0.0,0.0,0.0,0.0,Not initialized,0,0,0,False,0,0,False,True,-1.0,0
2020-12-20 00:06:31,4,0.0,0.0,0.0,0.0,Not initialized,0,0,0,False,0,0,False,True,-1.0,0
2020-12-20 00:06:31,4,0.0,0.0,0.0,0.0,Not initialized,0,0,0,False,0,0,False,True,-1.0,0
2020-12-20 00:06:31,4,0.0,0.0,0.0,0.0,Not initialized,0,0,0,False,0,0,False,True,-1.0,0
2020-12-20 00:06:31,4,0.0,0.0,0.0,0.0,Not initialized,0,0,0,False,0,0,False,True,-1.0,0
2020-12-20 00:06:31,4,0.0,0.0,0.0,0.0,Not initialized,0,0,0,False,0,0,False,True,-1.0,0
2020-12-20 00:06:31,4,0.0,0.0,0.0,0.0,Not initialized,0,0,0,False,0,0,False,True,-1.0,0
2020-12-20 00:06:31,4,0.0,0.0,0.0,0.0,Not initialized,0,0,0,False,0,0,False,True,-1.0,0
2020-12-20 00:06:31,4,0.0,0.0,0.0,0.0,Not initialized,0,0,0,False,0,0,False,True,-1.0,0
2020-12-20 00:06:31,4,0.0,0.0,0.0,0.0,Not initialized,0,0,0,False,0,0,False,True,-1.0,0
2020-12-20 00:06:31,4,0.0,0.0,0.0,0.0,Not initialized,0,0,0,False,0,0,False,True,-1.0,0
2020-12-20 00:06:31,4,0.0,0.0,0.0,0.0,Not initialized,0,0,0,False,0,0,False,True,-1.0,0
2020-12-20 00:06:31,4,0.0,0.0,0.0,0.0,Not initialized,0,0,0,False,0,0,False,True,-1.0,0
2020-12-20 00:06:31,4,0.0,0.0,0.0,0.0,Not initialized,0,0,0,False,0,0,False,True,-1.0,0
2020-12-20 00:06:31,4,0.0,0.0,0.0,0.0,Not initialized,0,0,0,False,0,0,False,True,-1.0,0
2020-12-20 00:06:31,4,0.0,0.0,0.0,0.0,Not initialized,0,0,0,False,0,0,False,True,-1.0,0
2020-12-20 00:06:31,4,0.0,0.0,0.0,0.0,Not initialized,0,0,0,False,0,0,False,True,-1.0,0
2020-12-20 00:06:31,4,0.0,0.0,0.0,0.0,Not initialized,0,0,0,False,0,0,False,True,-1.0,0
2020-12-20 00:06:31,3,0.0,0.0,97.78214263916016,0.0,Not initialized,0,0,0,False,0,0,False,True,-1.0,0
2020-12-20 00:06:31,3,0.0,0.0,97.64177703857422,90.73783111572266,Not initialized,0,0,0,False,0,0,False,True,-1,0
2020-12-20 00:06:31,1,0.0,0.4042820334434509,97.41718292236328,84.3014144897461,Not initialized,0,0,0,False,0,0,False,True,-1,10
2020-12-20 00:06:31,1,0.0,0.3767637610435486,97.58562469482422,76.7660903930664,Not initialized,0,0,0,False,0,0,False,True,-1,10
2020-12-20 00:06:31,1,0.0,0.4052544832229614,97.69792175292969,70.48665618896484,Not initialized,0,0,0,False,0,0,False,True,-1,10
2020-12-20 00:06:31,1,0.0,0.4080611765384674,97.66984558105469,76.8445816040039,Not initialized,0,0,0,False,0,0,False,True,-1,10
2020-12-20 00:06:31,1,0.0,0.3917276859283447,98.11903381347656,76.6875991821289,Not initialized,0,0,0,False,0,0,False,True,-1,10
2020-12-20 00:06:31,2,0.0,0.3987140655517578,98.0348129272461,73.46939086914062,Not initialized,0,0,0,False,0,0,False,True,-1,10
2020-12-20 00:06:31,1,0.0,0.40986961126327515,97.22066497802734,65.38461303710938,Not initialized,0,0,0,False,0,0,False,True,-1,10
2020-12-20 00:06:31,1,0.0,0.40576064586639404,96.85569763183594,58.163265228271484,Not initialized,0,0,0,False,0,0,False,True,-1,10
2020-12-20 00:06:31,1,0.0,0.40256649255752563,96.687255859375,77.39403533935547,Not initialized,0,0,0,False,0,0,False,True,-1,10
2020-12-20 00:06:31,1,0.0,0.40104231238365173,96.29421997070312,83.12401580810547,Not initialized,0,0,0,False,0,0,False,True,-1,10
2020-12-20 00:06:31,2,0.0,0.4043518900871277,96.18192291259766,87.6766128540039,Not initialized,0,0,0,False,0,0,False,True,-1,10
2020-12-20 00:06:31,2,0.0,0.4058675765991211,96.12577056884766,88.46154022216797,Not initialized,0,0,0,False,0,0,False,True,-1,10
2020-12-20 00:06:31,2,0.0,0.4076923429965973,96.82762145996094,83.3594970703125,Not initialized,0,0,0,False,0,0,False,True,-1,10
2020-12-20 00:06:31,2,0.0,0.41092124581336975,96.71533203125,70.72213745117188,Not initialized,0,0,0,False,0,0,False,True,-1,10
2020-12-20 00:06:31,2,0.0,0.3906819224357605,96.43458557128906,73.86185455322266,Not initialized,0,0,0,False,0,0,False,True,-1,10
2020-12-20 00:06:32,1,0.0,0.4052232503890991,96.29421997070312,70.87911987304688,Not initialized,0,0,0,False,0,0,False,True,-1,10
2020-12-20 00:06:32,1,0.0,0.40883392095565796,96.29421997070312,61.302982330322266,Not initialized,0,0,0,False,0,0,False,True,-1,10
2020-12-20 00:06:32,1,0.0,0.4076976180076599,96.3784408569336,57.53532028198242,Not initialized,0,0,0,False,0,0,False,True,-1,10
2020-12-20 00:06:32,1,0.0,0.40592193603515625,95.87310791015625,63.57927703857422,Not initialized,0,0,0,False,0,0,False,True,-1,10
2020-12-20 00:06:32,2,0.0,0.40297478437423706,96.3784408569336,66.95447540283203,Not initialized,0,0,0,False,0,0,False,True,-1,10
2020-12-20 00:06:32,2,0.0,0.4095163643360138,96.43458557128906,71.3500747680664,Not initialized,0,0,0,False,0,0,False,True,-1,10
2020-12-20 00:06:32,2,0.0,0.40912145376205444,96.60303497314453,73.78335571289062,Not initialized,0,0,0,False,0,0,False,True,-1,10
2020-12-20 00:06:32,1,0.0,0.3883722126483917,97.05221557617188,73.1554183959961,Not initialized,0,0,0,False,0,0,False,True,-1,10
2020-12-20 00:06:32,1,0.0,0.3897540867328644,97.0241470336914,86.02825927734375,Not initialized,0,0,0,False,0,0,False,True,-1,10
2020-12-20 00:06:32,2,0.0,0.38587841391563416,97.38910675048828,87.36264038085938,Not initialized,0,0,0,False,0,0,False,True,-1,10
2020-12-20 00:06:32,2,0.0,0.39513102173805237,97.72599792480469,86.65620422363281,Not initialized,0,0,0,False,0,0,False,True,-1,10
2020-12-20 00:06:32,1,0.0,0.3959558308124542,97.89443969726562,85.00785064697266,Not initialized,0,0,0,False,0,0,False,True,-1,10
2020-12-20 00:06:32,1,0.0,0.3873118758201599,98.20325469970703,70.64363861083984,Not initialized,0,0,0,False,0,0,False,True,-1,10
2020-12-20 00:06:32,1,0.0,0.38786590099334717,97.92251586914062,43.79905700683594,Not initialized,0,0,0,False,0,0,False,True,-1,10
2020-12-20 00:06:32,1,0.0,0.3821181654930115,98.20325469970703,43.8775520324707,Not initialized,0,0,0,False,0,0,False,True,-1,10
